borrower_id,loan_amount,credit_score,annual_income,dti_ratio,employment_length_years,num_existing_loans,account_age_months,declared_purpose,primary_mcc_category,secondary_mcc_category,mcc_mismatch_flag,days_to_first_tx,pct_spent_48h,pct_spent_7d,cash_withdrawal_ratio,high_risk_spend_ratio,international_tx_ratio,nighttime_tx_ratio,num_unique_merchants,num_total_transactions,avg_tx_amount,max_single_tx_pct,is_flagged_misuse
BW-02063,81608.34,848,116260.56,0.348,4,2,59,Debt Consolidation,ATM Cash,Retail,0,11,0.78,0.793,0.56,0.026,0.167,0.594,17,21,3709.47,0.23,0
BW-02064,48627.79,832,147987.52,0.376,19,3,50,Equipment Purchase,ATM Cash,Equipment Vendor,1,29,0.581,0.834,0.729,0.13,0.433,0.015,8,9,4862.78,0.213,1
BW-02065,9935.87,581,32593.21,0.386,1,3,85,Debt Consolidation,ATM Cash,Casino,0,2,0.976,1.0,0.075,0.079,0.239,0.499,22,40,242.34,0.173,0
BW-02066,79696.43,695,112452.69,0.347,10,5,12,Business Expansion,Casino,ATM Cash,0,20,0.828,0.86,0.443,0.415,0.498,0.475,6,16,4688.03,0.357,0
BW-02067,24129.56,705,158664.62,0.241,17,3,92,Business Expansion,Crypto Exchange,Luxury Travel,0,14,0.999,1.0,0.556,0.638,0.369,0.08,21,31,754.05,0.295,0
BW-02068,29568.98,565,101115.31,0.166,5,6,12,Education,Luxury Travel,Casino,0,7,0.588,0.954,0.221,0.08,0.425,0.201,26,28,1019.62,0.566,0
BW-02069,20647.1,596,30615.93,0.154,22,3,33,Medical,Crypto Exchange,ATM Cash,0,25,0.205,0.209,0.456,0.502,0.049,0.531,11,23,860.3,0.378,0
BW-02070,36370.43,800,31652.0,0.517,9,3,84,Debt Consolidation,Retail,ATM Cash,0,27,0.504,0.756,0.572,0.049,0.127,0.311,3,22,1581.32,0.444,0
BW-02071,76891.39,736,92495.41,0.223,21,7,104,Medical,Casino,Retail,0,6,0.711,0.901,0.67,0.513,0.068,0.241,6,24,3075.66,0.901,1
BW-02072,54341.66,580,53251.3,0.131,22,1,49,Medical,Crypto Exchange,ATM Cash,0,16,0.774,0.913,0.362,0.807,0.232,0.543,17,31,1698.18,0.232,0
BW-02073,24463.72,809,129667.6,0.539,16,5,21,Equipment Purchase,Casino,Crypto Exchange,1,11,0.001,0.252,0.598,0.449,0.359,0.056,7,12,1881.82,0.43,0
BW-02074,88393.86,566,136319.89,0.185,21,0,60,Equipment Purchase,Retail,ATM Cash,0,19,0.505,0.526,0.241,0.118,0.085,0.284,6,18,4652.31,0.319,0
BW-02075,88560.28,588,56681.97,0.444,10,5,52,Debt Consolidation,Equipment Vendor,ATM Cash,0,17,0.235,0.536,0.17,0.127,0.065,0.391,21,38,2270.78,0.567,0
BW-02076,87704.95,588,163279.99,0.286,18,5,54,Medical,Equipment Vendor,Luxury Travel,0,17,0.875,0.877,0.15,0.1,0.307,0.365,13,30,2829.19,0.726,0
BW-02077,27685.64,681,96286.18,0.17,16,5,39,Education,Equipment Vendor,Crypto Exchange,0,28,0.153,0.276,0.287,0.024,0.115,0.159,14,14,1845.71,0.794,0
BW-02078,47867.74,579,51426.89,0.328,23,2,105,Medical,Casino,Casino,0,14,0.666,0.868,0.029,0.46,0.24,0.338,19,29,1595.59,0.538,0
BW-02079,98574.02,707,144637.74,0.108,3,0,49,Equipment Purchase,Crypto Exchange,Crypto Exchange,1,22,0.266,0.417,0.226,0.504,0.026,0.425,8,23,4107.25,0.827,1
BW-02080,78341.19,827,148496.18,0.563,23,2,106,Medical,Casino,Crypto Exchange,0,27,0.357,0.48,0.522,0.609,0.34,0.351,13,13,5595.8,0.767,0
BW-02081,7580.91,752,125894.32,0.382,13,1,64,Business Expansion,Luxury Travel,Casino,0,27,0.941,1.0,0.518,0.123,0.271,0.411,20,38,194.38,0.233,0
BW-02082,11194.44,615,158019.83,0.177,19,1,100,Business Expansion,Crypto Exchange,Luxury Travel,0,2,0.24,0.614,0.059,0.85,0.324,0.154,9,16,658.5,0.309,0
BW-02083,49073.48,657,140605.95,0.23,3,4,86,Education,Retail,ATM Cash,0,18,0.095,0.444,0.23,0.141,0.138,0.5,25,43,1115.31,0.671,0
BW-02084,91375.92,817,162330.86,0.346,13,4,26,Debt Consolidation,ATM Cash,Crypto Exchange,0,14,0.069,0.278,0.456,0.137,0.139,0.27,5,20,4351.23,0.929,0
BW-02085,56176.67,771,95083.21,0.204,3,7,71,Medical,Equipment Vendor,Crypto Exchange,0,15,0.505,0.859,0.255,0.006,0.401,0.592,11,13,4012.62,0.42,0
BW-02086,52292.19,841,142139.57,0.248,5,1,7,Business Expansion,Crypto Exchange,Casino,0,21,0.642,1.0,0.334,0.86,0.359,0.014,7,8,5810.24,0.295,0
BW-02087,15020.0,567,179962.73,0.394,8,1,72,Debt Consolidation,Crypto Exchange,Equipment Vendor,0,21,0.327,0.491,0.57,0.586,0.29,0.228,6,17,834.44,0.839,0
BW-02088,67394.11,639,138739.68,0.558,20,2,62,Business Expansion,Equipment Vendor,Crypto Exchange,0,16,0.69,0.803,0.007,0.032,0.314,0.108,12,21,3063.37,0.27,0
BW-02089,83099.8,730,47127.57,0.321,11,7,90,Debt Consolidation,Retail,Retail,0,0,0.061,0.1,0.221,0.069,0.047,0.333,12,13,5935.7,0.693,0
BW-02090,41139.9,804,107747.81,0.494,7,1,88,Debt Consolidation,Casino,ATM Cash,0,10,0.857,1.0,0.114,0.475,0.428,0.146,6,10,3739.99,0.129,0
BW-02091,78683.13,802,118102.17,0.582,23,6,24,Business Expansion,Casino,ATM Cash,0,5,0.817,1.0,0.102,0.427,0.385,0.442,4,8,8742.57,0.116,0
BW-02092,96625.28,806,56131.6,0.219,3,0,40,Equipment Purchase,ATM Cash,Luxury Travel,1,22,0.985,1.0,0.767,0.086,0.295,0.529,26,31,3019.54,0.484,1
BW-02093,24357.81,636,174433.75,0.544,24,2,112,Debt Consolidation,Crypto Exchange,Crypto Exchange,0,8,0.937,1.0,0.301,0.585,0.459,0.127,13,15,1522.36,0.658,1
BW-02094,54716.31,639,56336.97,0.517,24,1,76,Medical,Equipment Vendor,Casino,0,19,0.356,0.401,0.422,0.003,0.084,0.096,12,21,2487.1,0.221,0
BW-02095,32278.11,786,56633.69,0.296,4,2,47,Business Expansion,Luxury Travel,Retail,0,15,0.399,0.456,0.587,0.086,0.343,0.525,15,19,1613.91,0.749,0
BW-02096,80321.17,619,167275.07,0.644,5,2,8,Equipment Purchase,Retail,Casino,0,29,0.746,0.932,0.038,0.078,0.481,0.217,8,27,2868.61,0.209,0
BW-02097,59871.37,593,99780.81,0.244,4,3,54,Business Expansion,Casino,Crypto Exchange,0,25,0.134,0.515,0.193,0.942,0.155,0.261,13,17,3326.19,0.554,0
BW-02098,65285.33,749,39478.24,0.24,18,7,9,Education,Retail,Retail,0,5,0.314,0.458,0.666,0.097,0.008,0.133,11,25,2510.97,0.362,0
BW-02099,80801.85,701,119728.12,0.525,7,4,3,Medical,Retail,Luxury Travel,0,11,0.119,0.47,0.69,0.135,0.367,0.255,11,27,2885.78,0.739,0
BW-02100,42617.19,635,120273.95,0.339,8,7,54,Education,ATM Cash,Luxury Travel,0,18,0.455,0.503,0.298,0.069,0.003,0.139,11,27,1522.04,0.783,0
BW-02101,91933.56,568,39675.11,0.282,14,2,21,Debt Consolidation,Retail,Luxury Travel,0,12,0.552,0.799,0.3,0.001,0.436,0.4,26,43,2089.4,0.156,0
BW-02102,55637.74,650,175878.37,0.198,3,7,95,Debt Consolidation,Equipment Vendor,Equipment Vendor,0,12,0.211,0.451,0.606,0.095,0.028,0.299,19,28,1918.54,0.264,0
BW-02103,20005.71,644,111604.49,0.521,24,5,48,Education,ATM Cash,Casino,0,26,0.027,0.371,0.236,0.101,0.326,0.473,21,27,714.49,0.859,0
BW-02104,71110.42,803,113969.36,0.532,8,6,47,Education,Equipment Vendor,Crypto Exchange,0,3,0.719,0.72,0.094,0.078,0.189,0.188,17,27,2539.66,0.453,0
BW-02105,80359.83,579,108017.31,0.412,6,6,88,Debt Consolidation,ATM Cash,Retail,0,8,0.02,0.096,0.206,0.103,0.102,0.303,1,14,5357.32,0.505,0
BW-02106,35092.36,798,121609.77,0.627,7,2,68,Equipment Purchase,Equipment Vendor,ATM Cash,0,13,0.973,1.0,0.31,0.049,0.449,0.156,13,21,1595.11,0.243,0
BW-02107,86432.03,582,69644.96,0.275,14,5,84,Medical,ATM Cash,ATM Cash,0,13,0.222,0.602,0.042,0.022,0.373,0.561,25,41,2057.91,0.946,0
BW-02108,91083.61,778,73086.2,0.221,18,6,63,Business Expansion,ATM Cash,Casino,0,16,0.664,0.725,0.383,0.1,0.17,0.313,20,21,4140.16,0.885,0
BW-02109,31305.93,561,106700.86,0.473,14,3,16,Education,Crypto Exchange,Crypto Exchange,0,4,0.435,0.45,0.592,0.473,0.142,0.104,9,25,1204.07,0.102,0
BW-02110,98434.54,667,151002.88,0.517,4,1,74,Medical,Equipment Vendor,Equipment Vendor,0,26,0.06,0.274,0.411,0.068,0.368,0.164,23,39,2460.86,0.568,0
BW-02111,18367.6,704,37479.69,0.224,18,2,107,Business Expansion,Crypto Exchange,Crypto Exchange,0,22,0.472,0.683,0.058,0.555,0.418,0.05,26,45,399.3,0.841,0
BW-02112,24191.49,795,120510.63,0.142,6,3,90,Business Expansion,ATM Cash,Casino,0,18,0.517,0.855,0.352,0.072,0.358,0.017,24,33,711.51,0.466,0
BW-02113,22501.36,796,151016.72,0.546,5,7,93,Education,Casino,Crypto Exchange,0,1,0.855,1.0,0.567,0.516,0.32,0.316,11,22,978.32,0.471,1
BW-02114,89929.02,578,53537.59,0.637,18,0,5,Equipment Purchase,ATM Cash,ATM Cash,1,12,0.732,0.947,0.046,0.004,0.114,0.202,9,20,4282.33,0.422,0
BW-02115,67157.79,710,32253.38,0.455,24,7,11,Equipment Purchase,Casino,ATM Cash,1,10,0.079,0.451,0.048,0.876,0.426,0.578,17,31,2098.68,0.125,1
BW-02116,19449.91,784,76906.99,0.253,16,3,29,Medical,Casino,Retail,0,1,0.209,0.499,0.296,0.699,0.375,0.103,7,15,1215.62,0.772,0
BW-02117,46830.72,739,118221.56,0.648,9,4,109,Medical,Casino,Equipment Vendor,0,0,0.312,0.418,0.156,0.54,0.259,0.476,8,25,1801.18,0.488,0
BW-02118,63453.31,666,50742.48,0.591,18,4,79,Debt Consolidation,Casino,ATM Cash,0,20,0.116,0.487,0.748,0.536,0.256,0.19,2,17,3525.18,0.551,0
BW-02119,12929.09,820,93918.36,0.382,10,1,70,Equipment Purchase,Equipment Vendor,Retail,0,28,0.457,0.724,0.465,0.012,0.285,0.134,14,20,615.67,0.317,0
BW-02120,88829.55,807,112848.22,0.554,14,7,48,Medical,Luxury Travel,Equipment Vendor,0,2,0.984,1.0,0.23,0.101,0.414,0.582,10,23,3701.23,0.767,0
BW-02121,81342.34,729,119832.46,0.549,9,5,15,Debt Consolidation,Equipment Vendor,ATM Cash,0,26,0.515,0.787,0.564,0.048,0.371,0.482,9,12,6257.1,0.775,0
BW-02122,52994.64,721,71161.76,0.614,10,1,107,Business Expansion,Luxury Travel,Equipment Vendor,0,11,0.742,0.903,0.3,0.034,0.428,0.378,28,30,1709.5,0.57,0
BW-02123,96877.03,823,90004.45,0.563,22,6,84,Medical,Equipment Vendor,Crypto Exchange,0,6,0.683,0.729,0.106,0.057,0.254,0.418,1,12,7452.08,0.869,0
BW-02124,44687.29,808,146750.88,0.454,2,5,34,Debt Consolidation,Casino,Retail,0,0,0.85,1.0,0.19,0.744,0.312,0.595,12,27,1595.97,0.199,1
BW-02125,98490.48,684,171182.2,0.435,2,5,60,Equipment Purchase,Retail,Equipment Vendor,0,8,0.216,0.546,0.514,0.101,0.427,0.356,14,17,5471.69,0.769,0
BW-02126,68452.4,720,159282.05,0.357,17,5,62,Business Expansion,ATM Cash,Equipment Vendor,0,29,0.754,1.0,0.042,0.097,0.116,0.061,19,22,2976.19,0.575,0
BW-02127,65293.77,759,114642.53,0.445,24,5,2,Medical,Luxury Travel,Crypto Exchange,0,17,0.881,0.973,0.218,0.129,0.222,0.039,29,31,2040.43,0.296,0
BW-02128,20765.72,785,91543.92,0.537,10,4,108,Equipment Purchase,Retail,ATM Cash,0,23,0.172,0.555,0.167,0.033,0.31,0.4,11,19,1038.29,0.212,0
BW-02129,88783.14,735,79943.49,0.633,19,7,80,Business Expansion,Casino,ATM Cash,0,25,0.347,0.357,0.161,0.585,0.458,0.395,9,22,3860.14,0.356,0
BW-02130,45611.52,644,48743.48,0.357,21,6,19,Education,Luxury Travel,Casino,0,19,0.97,1.0,0.546,0.015,0.008,0.449,17,28,1572.81,0.828,0
BW-02131,20412.17,560,45982.69,0.416,17,4,98,Equipment Purchase,Retail,Casino,0,5,0.781,0.885,0.661,0.082,0.106,0.065,20,29,680.41,0.769,0
BW-02132,6197.71,617,133253.64,0.345,24,2,49,Education,Equipment Vendor,ATM Cash,0,8,0.283,0.302,0.573,0.088,0.117,0.567,26,39,154.94,0.648,0
BW-02133,58176.79,759,68969.16,0.468,14,6,78,Medical,Casino,Luxury Travel,0,22,0.564,0.726,0.517,0.613,0.163,0.331,6,17,3232.04,0.177,0
BW-02134,55102.96,745,68199.25,0.446,6,4,88,Debt Consolidation,Equipment Vendor,Luxury Travel,0,7,0.404,0.653,0.733,0.059,0.141,0.39,6,17,3061.28,0.912,0
BW-02135,73338.59,647,179729.26,0.11,9,1,28,Medical,Equipment Vendor,Equipment Vendor,0,22,0.49,0.843,0.047,0.124,0.295,0.021,20,21,3333.57,0.36,0
BW-02136,89574.52,642,58188.89,0.398,20,4,48,Equipment Purchase,Casino,ATM Cash,1,17,0.355,0.751,0.134,0.527,0.443,0.577,10,28,3088.78,0.616,0
BW-02137,12543.63,571,52208.96,0.149,22,6,96,Education,Luxury Travel,Casino,0,24,0.279,0.602,0.332,0.065,0.318,0.338,10,22,545.38,0.783,0
BW-02138,74492.17,721,44802.78,0.115,19,6,37,Education,ATM Cash,Equipment Vendor,0,14,0.675,0.862,0.298,0.14,0.121,0.338,26,35,2069.23,0.213,0
BW-02139,22804.13,683,116970.8,0.535,9,1,74,Business Expansion,Crypto Exchange,Retail,0,0,0.779,1.0,0.334,0.678,0.432,0.566,26,26,844.6,0.654,0
BW-02140,86526.82,574,124179.57,0.242,12,0,49,Medical,Crypto Exchange,Casino,0,13,0.874,1.0,0.165,0.458,0.316,0.558,17,17,4807.05,0.127,0
BW-02141,82811.03,734,84784.19,0.287,14,7,109,Medical,ATM Cash,Casino,0,17,0.155,0.341,0.12,0.124,0.109,0.132,21,28,2855.55,0.187,0
BW-02142,56375.41,634,110312.0,0.135,22,6,48,Equipment Purchase,Casino,Casino,1,18,0.823,1.0,0.407,0.505,0.181,0.559,14,19,2818.77,0.715,1
BW-02143,72473.07,604,148259.93,0.199,17,4,73,Education,Crypto Exchange,Luxury Travel,0,18,0.255,0.448,0.742,0.469,0.395,0.442,5,24,2898.92,0.232,0
BW-02144,34863.26,800,152715.63,0.521,22,1,88,Equipment Purchase,ATM Cash,Crypto Exchange,1,29,0.427,0.582,0.314,0.114,0.369,0.011,3,5,5810.54,0.477,1
BW-02145,49760.95,693,173686.81,0.371,3,5,100,Equipment Purchase,Retail,Crypto Exchange,0,9,0.901,1.0,0.035,0.113,0.288,0.144,11,23,2073.37,0.311,0
BW-02146,83055.51,716,153640.2,0.584,19,7,29,Education,ATM Cash,Luxury Travel,0,19,0.455,0.725,0.565,0.009,0.072,0.248,19,30,2679.21,0.458,0
BW-02147,48630.19,773,114726.22,0.318,16,6,60,Equipment Purchase,Luxury Travel,ATM Cash,1,20,0.197,0.488,0.233,0.048,0.402,0.35,20,39,1215.75,0.166,0
BW-02148,38990.84,769,56948.54,0.248,2,7,29,Education,ATM Cash,ATM Cash,0,5,0.16,0.303,0.196,0.06,0.154,0.421,19,34,1114.02,0.742,0
BW-02149,51950.18,728,44964.53,0.291,20,7,58,Equipment Purchase,Equipment Vendor,Luxury Travel,0,16,0.473,0.702,0.259,0.124,0.386,0.126,14,24,2078.01,0.167,0
BW-02150,83683.68,668,38176.78,0.492,20,3,48,Debt Consolidation,Equipment Vendor,Luxury Travel,0,13,0.763,1.0,0.579,0.063,0.324,0.502,15,18,4404.4,0.812,0
BW-02151,36844.76,814,129978.87,0.405,1,7,23,Equipment Purchase,Casino,ATM Cash,1,12,0.997,1.0,0.655,0.515,0.132,0.507,3,10,3349.52,0.663,1
BW-02152,21507.35,699,151130.44,0.597,3,5,27,Equipment Purchase,Equipment Vendor,Crypto Exchange,0,7,0.787,0.878,0.47,0.149,0.106,0.381,3,9,2150.73,0.454,0
BW-02153,72641.33,764,106302.59,0.431,0,2,95,Debt Consolidation,Retail,Equipment Vendor,0,21,0.877,0.954,0.258,0.117,0.065,0.553,23,38,1862.6,0.837,0
BW-02154,83467.93,746,38207.13,0.371,14,7,107,Medical,ATM Cash,Luxury Travel,0,9,0.748,1.0,0.248,0.1,0.121,0.488,9,20,3974.66,0.258,0
BW-02155,14560.56,591,110320.59,0.532,24,6,7,Education,Retail,Equipment Vendor,0,8,0.895,1.0,0.099,0.059,0.079,0.133,11,16,856.5,0.325,0
BW-02156,27788.04,602,170362.39,0.621,0,1,49,Business Expansion,Casino,Equipment Vendor,0,4,0.076,0.086,0.747,0.713,0.309,0.479,15,20,1323.24,0.217,1
BW-02157,18487.34,800,119641.98,0.296,5,5,54,Debt Consolidation,Equipment Vendor,Retail,0,22,0.93,1.0,0.511,0.086,0.299,0.572,29,39,462.18,0.424,0
BW-02158,38054.43,844,151414.12,0.237,6,4,109,Medical,Crypto Exchange,Crypto Exchange,0,26,0.396,0.719,0.022,0.938,0.293,0.083,17,28,1312.22,0.939,0
BW-02159,47783.34,820,150022.9,0.439,18,4,68,Equipment Purchase,ATM Cash,Equipment Vendor,1,3,0.922,1.0,0.53,0.053,0.321,0.587,24,39,1194.58,0.237,1
BW-02160,76138.5,672,169819.36,0.374,11,6,78,Medical,Crypto Exchange,Crypto Exchange,0,5,0.076,0.274,0.358,0.946,0.407,0.015,26,41,1812.82,0.806,0
BW-02161,66859.02,815,145534.31,0.644,0,0,106,Debt Consolidation,Luxury Travel,Crypto Exchange,0,5,0.715,0.904,0.778,0.07,0.457,0.313,12,27,2387.82,0.654,0
BW-02162,63988.21,578,142155.08,0.354,6,3,42,Equipment Purchase,Casino,Retail,1,12,0.736,0.968,0.655,0.943,0.115,0.464,17,20,3047.06,0.113,1
BW-02163,38475.62,584,65115.4,0.141,18,6,74,Medical,Luxury Travel,ATM Cash,0,3,0.997,1.0,0.137,0.06,0.294,0.474,9,20,1832.17,0.903,0
BW-02164,84937.52,555,38988.77,0.638,12,1,59,Business Expansion,Crypto Exchange,Crypto Exchange,0,21,0.769,0.979,0.576,0.922,0.039,0.441,13,17,4718.75,0.925,1
BW-02165,49772.28,660,107639.92,0.564,11,5,44,Education,Crypto Exchange,Equipment Vendor,0,7,0.383,0.387,0.388,0.424,0.06,0.318,8,16,2927.78,0.886,0
BW-02166,98014.97,843,48665.13,0.198,11,3,98,Education,Crypto Exchange,ATM Cash,0,26,0.557,0.747,0.15,0.795,0.327,0.391,22,39,2450.37,0.526,0
BW-02167,65243.5,626,174329.38,0.598,21,0,26,Debt Consolidation,Luxury Travel,ATM Cash,0,4,0.367,0.501,0.559,0.12,0.243,0.42,6,14,4349.57,0.287,0
BW-02168,16995.15,696,73488.71,0.287,12,6,23,Equipment Purchase,Casino,Casino,1,1,0.196,0.466,0.438,0.505,0.379,0.297,27,42,395.24,0.433,0
BW-02169,69236.87,616,157941.63,0.307,13,2,73,Equipment Purchase,ATM Cash,Equipment Vendor,1,8,0.249,0.504,0.024,0.059,0.213,0.357,26,26,2564.33,0.622,0
BW-02170,35884.88,557,88143.69,0.599,21,3,101,Education,ATM Cash,Equipment Vendor,0,10,0.222,0.374,0.517,0.139,0.064,0.508,23,27,1281.6,0.422,0
BW-02171,70201.08,671,78479.14,0.392,11,0,8,Medical,Retail,Crypto Exchange,0,19,0.549,0.552,0.508,0.019,0.436,0.188,24,42,1632.58,0.702,0
BW-02172,11615.91,724,170273.79,0.176,19,6,53,Equipment Purchase,Retail,Equipment Vendor,0,19,0.906,1.0,0.115,0.038,0.041,0.314,29,31,363.0,0.776,0
BW-02173,21613.74,728,84498.39,0.303,11,7,14,Business Expansion,Crypto Exchange,Casino,0,10,0.913,1.0,0.279,0.742,0.094,0.005,7,7,2701.72,0.278,0
BW-02174,86295.04,634,88543.19,0.497,5,6,71,Business Expansion,Casino,Crypto Exchange,0,6,0.055,0.084,0.469,0.712,0.138,0.412,29,42,2006.86,0.444,0
BW-02175,26582.06,594,45913.77,0.196,9,1,7,Equipment Purchase,Casino,Luxury Travel,1,25,0.08,0.123,0.111,0.424,0.498,0.117,1,18,1399.06,0.914,1
BW-02176,84518.91,685,130567.0,0.425,19,6,9,Equipment Purchase,Equipment Vendor,Equipment Vendor,0,13,0.245,0.504,0.682,0.012,0.208,0.289,10,17,4695.5,0.312,0
BW-02177,31531.23,565,73325.91,0.482,23,2,3,Education,Equipment Vendor,Equipment Vendor,0,25,0.255,0.557,0.022,0.094,0.251,0.126,15,28,1087.28,0.394,0
BW-02178,66073.78,744,117840.63,0.289,8,6,78,Debt Consolidation,Luxury Travel,Retail,0,5,0.095,0.224,0.082,0.015,0.385,0.014,29,48,1348.44,0.13,0
BW-02179,70944.3,558,118702.76,0.482,1,4,17,Education,Equipment Vendor,Luxury Travel,0,29,0.388,0.584,0.093,0.091,0.318,0.29,14,33,2086.6,0.383,0
BW-02180,53702.2,564,137879.95,0.586,6,0,114,Debt Consolidation,ATM Cash,Luxury Travel,0,3,0.588,0.966,0.422,0.076,0.421,0.255,4,16,3158.95,0.415,0
BW-02181,34004.51,651,141786.22,0.36,8,7,44,Business Expansion,ATM Cash,Casino,0,5,0.578,0.956,0.496,0.074,0.243,0.255,4,19,1700.23,0.185,0
BW-02182,25201.22,775,107167.87,0.311,24,4,86,Debt Consolidation,Luxury Travel,Luxury Travel,0,2,0.543,0.666,0.323,0.01,0.486,0.125,29,37,663.19,0.101,0
BW-02183,8152.99,827,79648.79,0.238,11,6,46,Education,Retail,Retail,0,22,0.339,0.663,0.231,0.096,0.398,0.568,9,15,509.56,0.589,0
BW-02184,33874.91,662,155617.63,0.432,4,2,90,Equipment Purchase,Crypto Exchange,Casino,1,5,0.706,0.944,0.647,0.691,0.201,0.002,15,17,1881.94,0.356,1
BW-02185,67050.47,550,76479.85,0.584,0,0,58,Debt Consolidation,Casino,Luxury Travel,0,2,0.826,1.0,0.055,0.594,0.191,0.535,12,31,2095.33,0.115,0
BW-02186,94138.96,815,106126.36,0.279,21,0,28,Education,Retail,Casino,0,0,0.346,0.537,0.224,0.089,0.465,0.442,9,9,9413.9,0.831,0
BW-02187,87764.43,757,90187.89,0.318,14,6,109,Business Expansion,ATM Cash,Luxury Travel,0,27,0.086,0.396,0.031,0.091,0.342,0.103,3,10,7978.58,0.597,0
BW-02188,77776.15,659,158261.76,0.324,7,2,14,Debt Consolidation,Retail,Luxury Travel,0,25,0.296,0.603,0.011,0.002,0.311,0.283,27,40,1896.98,0.245,0
BW-02189,79902.5,749,94787.78,0.408,0,1,9,Business Expansion,Luxury Travel,ATM Cash,0,20,0.137,0.336,0.283,0.019,0.379,0.593,15,27,2853.66,0.835,0
BW-02190,68173.57,561,87914.88,0.226,17,7,115,Business Expansion,Crypto Exchange,Luxury Travel,0,25,0.467,0.785,0.156,0.832,0.28,0.386,25,31,2130.42,0.316,0
BW-02191,29727.25,737,133473.55,0.552,12,0,26,Medical,ATM Cash,Equipment Vendor,0,17,0.156,0.26,0.215,0.102,0.08,0.076,21,33,874.33,0.293,0
BW-02192,91183.53,703,120366.17,0.263,0,7,2,Debt Consolidation,Luxury Travel,Luxury Travel,0,22,0.463,0.512,0.657,0.087,0.16,0.275,11,17,5065.75,0.86,0
BW-02193,68719.57,828,46087.03,0.488,4,2,75,Education,Retail,Equipment Vendor,0,28,0.221,0.391,0.13,0.114,0.279,0.281,6,25,2643.06,0.253,0
BW-02194,58241.86,720,106225.32,0.382,17,3,81,Debt Consolidation,Casino,Crypto Exchange,0,22,0.739,1.0,0.624,0.724,0.009,0.481,15,34,1664.05,0.847,1
BW-02195,15544.0,683,140321.76,0.422,15,4,34,Debt Consolidation,Equipment Vendor,ATM Cash,0,3,0.028,0.228,0.54,0.128,0.219,0.55,7,11,1295.33,0.783,0
BW-02196,47470.28,574,178811.21,0.199,9,0,19,Business Expansion,Luxury Travel,Retail,0,5,0.555,0.809,0.261,0.057,0.378,0.049,19,22,2063.93,0.363,0
BW-02197,48734.04,567,124372.03,0.504,3,3,39,Business Expansion,ATM Cash,Casino,0,16,0.169,0.419,0.437,0.052,0.082,0.188,14,17,2707.45,0.129,0
BW-02198,87133.54,739,85543.96,0.204,0,0,82,Business Expansion,Retail,Casino,0,17,0.001,0.054,0.356,0.125,0.032,0.179,4,9,8713.35,0.17,0
BW-02199,56931.58,690,63922.74,0.162,22,1,13,Business Expansion,Equipment Vendor,Crypto Exchange,0,5,0.869,1.0,0.103,0.036,0.418,0.598,21,34,1626.62,0.193,0
BW-02200,41138.05,592,160924.54,0.401,7,6,5,Education,Equipment Vendor,Luxury Travel,0,1,0.672,0.955,0.726,0.069,0.309,0.336,1,3,10284.51,0.857,0
BW-02201,97796.03,833,152184.78,0.49,4,2,50,Equipment Purchase,Retail,Retail,0,11,0.099,0.488,0.456,0.029,0.088,0.528,24,26,3622.08,0.443,0
BW-02202,15518.46,695,65088.42,0.128,1,0,23,Medical,Crypto Exchange,Crypto Exchange,0,11,0.664,0.731,0.704,0.921,0.403,0.256,27,29,517.28,0.128,1
BW-02203,45142.1,641,60094.81,0.138,23,2,88,Business Expansion,Retail,Crypto Exchange,0,26,0.612,0.776,0.659,0.061,0.329,0.434,23,26,1671.93,0.573,0
BW-02204,8992.34,728,137270.52,0.541,16,5,29,Business Expansion,ATM Cash,Casino,0,3,0.473,0.511,0.064,0.032,0.167,0.172,13,21,408.74,0.277,0
BW-02205,75290.89,605,77242.81,0.545,6,0,112,Medical,Casino,Equipment Vendor,0,15,0.419,0.516,0.166,0.929,0.188,0.547,11,26,2788.55,0.3,0
BW-02206,92217.27,704,75959.82,0.235,16,1,111,Business Expansion,ATM Cash,Equipment Vendor,0,19,0.887,1.0,0.116,0.037,0.078,0.273,28,46,1962.07,0.237,0
BW-02207,31603.55,709,52843.54,0.438,5,1,72,Equipment Purchase,Equipment Vendor,Luxury Travel,0,9,0.245,0.461,0.665,0.142,0.418,0.482,29,44,702.3,0.748,0
BW-02208,86542.46,660,69596.33,0.344,21,6,26,Debt Consolidation,Casino,Luxury Travel,0,24,0.398,0.49,0.69,0.491,0.255,0.153,18,29,2884.75,0.101,0
BW-02209,32760.73,686,94126.13,0.448,14,6,79,Medical,Luxury Travel,Crypto Exchange,0,9,0.329,0.42,0.422,0.1,0.279,0.416,23,28,1129.68,0.473,0
BW-02210,91523.17,781,139925.75,0.575,4,3,57,Education,Equipment Vendor,Luxury Travel,0,6,0.771,1.0,0.083,0.052,0.442,0.243,28,47,1906.73,0.174,0
BW-02211,76626.38,769,80446.21,0.144,14,1,1,Medical,Crypto Exchange,Equipment Vendor,0,13,0.916,1.0,0.108,0.459,0.008,0.019,9,11,6385.53,0.57,0
BW-02212,81466.14,617,79290.65,0.528,17,2,28,Equipment Purchase,Retail,Retail,0,6,0.85,0.979,0.651,0.135,0.033,0.248,21,25,3133.31,0.394,0
BW-02213,6710.62,798,72736.99,0.371,17,5,113,Education,Luxury Travel,Casino,0,11,0.798,1.0,0.743,0.118,0.081,0.33,11,17,372.81,0.124,0
